mkb_code;recommendation;del_freq;use_freq;type
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Общий (клинический) анализ крови развернутый;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Анализ крови биохимический общетерапевтический;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Анализ мочи общий;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Вагиноскопия;0,8;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Вульвоскопия;1;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Ультразвуковая денситометрия;0,6;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Ультразвуковое исследование матки и придатков трансвагинальное;0,5;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Рентгенография запястья;0,8;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Рентгенография кисти руки;0,8;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Рентгеноденситометрия поясничного отдела позвоночника;0,4;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Рентгеноденситометрия проксимального отдела бедренной кости;0,4;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Морфологическое исследование препарата тканей матки, придатков, стенки кишки;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Морфологическое исследование препарата тканей яичника;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Гистологическое исследование препарата удаленного новообразования женских половых органов;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Цитологическое исследование препарата тканей яичников;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Гистохимическое исследование препарата тканей женских половых органов;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение уровня рецепторов стероидных гормонов;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Иммуноцитохимическое исследование материала;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Молекулярно-биологическое исследование мутации генов в тканях;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Иммуногистохимическое исследование материала;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня инсулина плазмы крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня адренокортикотропного гормона в крови;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня эстрогенов в крови;0,9;2;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня альфа- фетопротеина в сыворотке крови;0,4;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня хорионического гонадотропина в крови;0,4;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование альфа-1- гликопротеина (орозомукоида) в крови;0,4;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня рилизинг-гормонов гипоталамуса (либеринов) в крови;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня ингибирующих гормонов гипоталамуса (статинов) в крови;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня свободного кортизола в крови;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня андростендиона в крови;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня 3- андростендиол глюкоронида в крови;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня прогестерона в крови;0,5;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня ракового эмбрионального антигена в крови;0,4;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня опухолеассоциированных антигенов в сыворотке крови;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня антигена аденогенных раков Ca 125 в крови;0,4;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня антигена гранулезоклеточной опухоли ингибина B в крови;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня C- пептида в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Микроскопическое исследование влагалищных мазков;1;2;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Макроскопическое исследование удаленного операционного материала;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение HLA-антигенов;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование антител к гормонам гипофиза в крови;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение реакции соматотропного гормона на гипергликемию;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Проведение пробы с тиролиберином;0,1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Проведение глюкозотолерантного теста;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Проведение пробы с лекарственными препаратами;0,2;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Общий (клинический) анализ крови развернутый;1;2;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Анализ мочи общий;1;2;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Вульвоскопия;0,2;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Ультразвуковое исследование матки и придатков трансабдоминальное;0,5;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Электроэнцефалография;0,9;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Электроэнцефалография с нагрузочными пробами;0,2;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Реоэнцефалография;0,9;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Магнитно-резонансная томография головного мозга с контрастированием топометрическая;0,3;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Компьютерная томография органов малого таза у женщин с внутривенным болюсным контрастированием, мультипланарной и трехмерной реконструкцией;0,1;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Маммография;0,2;1;im
E23.2|N25.1;Прием (осмотр, консультация) врача- генетика первичный;0,05;1;pr
E23.2|N25.1;Прием (осмотр, консультация) врача- нейрохирурга первичный;0,4;1;pr
E23.2|N25.1;Прием (осмотр, консультация) врача- офтальмолога первичный;1;1;pr
E23.2|N25.1;Прием (осмотр, консультация) врача- психиатра детского первичный;0,1;1;pr
E23.2|N25.1;Прием (осмотр, консультация) врача- детского эндокринолога первичный;1;1;pr
E23.2|N25.1;Исследование уровня натрия в крови;1;5;li
E23.2|N25.1;Исследование уровня общего кальция в крови;1;1;li
E23.2|N25.1;Исследование уровня неорганического фосфора в крови;1;1;li
E23.2|N25.1;Исследование уровня хлоридов в крови;1;1;li
E23.2|N25.1;Исследование уровня осмолярности (осмоляльности) крови;1;5;li
E23.2|N25.1;Исследование уровня паратиреоидного гормона в крови;0,1;1;li
E23.2|N25.1;Исследование уровня свободного тироксина (T4) сыворотки крови;0,8;1;li
E23.2|N25.1;Исследование тиреотропина сыворотки крови;0,5;1;li
E23.2|N25.1;Исследование уровня адренокортикотропного гормона в крови;0,2;1;li
E23.2|N25.1;Исследование уровня общего тестостерона в крови;0,05;1;li
E23.2|N25.1;Исследование уровня пролактина в крови;1;1;li
E23.2|N25.1;Исследование уровня альфа-фетопротеина в сыворотке крови;1;1;li
E23.2|N25.1;Исследование уровня хорионического гонадотропина в крови;1;1;li
E23.2|N25.1;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,1;1;li
E23.2|N25.1;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,1;1;li
E23.2|N25.1;Исследование уровня общего кортизола в крови;0,2;1;li
E23.2|N25.1;Исследование уровня общего эстрадиола в крови;0,05;1;li
E23.2|N25.1;Определение осмолярности мочи;0,8;7;li
E23.2|N25.1;Определение объема мочи;1;8;li
E23.2|N25.1;Определение удельного веса (относительной плотности) мочи;1;8;li
E23.2|N25.1;Исследование уровня свободного кортизола в моче;0,2;1;li
E23.2|N25.1;Общий (клинический) анализ крови развернутый;1;1;li
E23.2|N25.1;Анализ крови биохимический общетерапевтический;1;1;li
E23.2|N25.1;Анализ мочи общий;1;1;li
E23.2|N25.1;Ультразвуковое исследование селезенки;0,2;1;im
E23.2|N25.1;Ультразвуковое исследование печени;0,2;1;im
E23.2|N25.1;Ультразвуковое исследование желчного пузыря;0,2;1;im
